"Master list — 10,576 student clubs. Instagram URLs: 9,420. Categories: 10,576. Discord URLs: 162. SPA merge sources: enrichment.",,,,,,,,,
School,Name,Category,Campus,Directory URL,Instagram URL,Instagram Handle,IG Source,Discord URL,Discord Source
brock,Brock Archaeological Society,Politics & Advocacy,,https://www.brockbusu.ca/organisation/7039/,https://www.instagram.com/brocku_archaeology/,,found,,
brock,Brock Badminton Club,Games & Recreation,,https://www.brockbusu.ca/organisation/7066/,https://www.instagram.com/brocku_badminton/,@brocku_badminton,found,,
brock,Brock Bangladeshi Students' Association,Arts & Culture,,https://www.brockbusu.ca/organisation/8625/,https://www.instagram.com/brock.bsa/,@brock.bsa,profile_page,,
brock,Brock Board Game Club,Games & Recreation,,https://www.brockbusu.ca/organisation/6132/,https://www.instagram.com/brockboardgameclub/,@brockboardgameclub,profile_page,,
brock,Brock Brainy Bunch,Games & Recreation,,https://www.brockbusu.ca/organisation/7683/,https://www.instagram.com/brockbrainybunch/,,found,,
brock,Brock Canadian Nursing Students' Association,Politics & Advocacy,,https://www.brockbusu.ca/organisation/7685/,https://www.instagram.com/brockcnsa/,@brockcnsa,found,,
brock,Brock Child and Youth Studies Association (CHYS),Politics & Advocacy,,https://www.brockbusu.ca/organisation/6188/,https://www.instagram.com/brockchysassociation/,@brockchysassociation,found,,
brock,Brock Climbing and Bouldering Club,Health,,https://www.brockbusu.ca/organisation/6204/,https://www.instagram.com/brockclimbingclub/,@brockclimbingclub,found,,
brock,Brock Creative Writing Club,Arts & Culture,,https://www.brockbusu.ca/organisation/7042/,https://www.instagram.com/brockcreativewriting/,@brockcreativewriting,found,,
brock,Brock Cybersecurity Club,Games & Recreation,,https://www.brockbusu.ca/organisation/6220/,https://www.instagram.com/brocku_cybersec/,@brocku_cybersec,profile_page,,
brock,Brock Dance,Arts & Culture,,https://www.brockbusu.ca/organisation/6228/,https://www.instagram.com/brockdance/,@brockdance,found,,
brock,Brock Debate Society,Politics & Advocacy,,https://www.brockbusu.ca/organisation/8136/,https://www.instagram.com/brockudebatesociety/,@brockudebatesociety,profile_page,,
brock,Brock Esports,Games & Recreation,,https://www.brockbusu.ca/organisation/6244/,https://www.instagram.com/brockesports/,@brockesports,found,,
brock,Brock Filipino Students' Association,Arts & Culture,,https://www.brockbusu.ca/organisation/6252/,https://www.instagram.com/brock.fsa/,@brock.fsa,profile_page,,
brock,Brock Health Sciences Council,Politics & Advocacy,,https://www.brockbusu.ca/organisation/6276/,https://www.instagram.com/brockhlsc/,@brockhlsc,found,,
brock,Brock Horror Club,Games & Recreation,,https://www.brockbusu.ca/organisation/7048/,https://www.instagram.com/brockhorror/,@brockhorror,found,,
brock,Brock Improv,Arts & Culture,,https://www.brockbusu.ca/organisation/brockimprov/,https://www.instagram.com/brockimprov/,@brockimprov,found,,
brock,Brock Labour Studies Student Association,Politics & Advocacy,,https://www.brockbusu.ca/organisation/8348/,https://www.instagram.com/brocklabourssa/,@brocklabourssa,found,,
brock,Brock Learner's Association,Politics & Advocacy,,https://www.brockbusu.ca/organisation/8603/,https://www.instagram.com/brocklearners/,@brocklearners,found,,
brock,Brock Mandarin Chinese Christian Fellowship,Religion & Spirituality,,https://www.brockbusu.ca/organisation/6332/,https://www.instagram.com/bu_mccf/,@bu_mccf,confirmed|web_search,,
brock,Brock Miniatures,Games & Recreation,,https://www.brockbusu.ca/organisation/8360/,https://www.instagram.com/brock.miniatures/,@brock.miniatures,profile_page,,
brock,Brock MIW School of Fine Arts CLUB,Arts & Culture,,https://www.brockbusu.ca/organisation/7923/,https://www.instagram.com/miwsfpa/,@miwsfpa,found,,
brock,Brock Model United Nations,Politics & Advocacy,,https://www.brockbusu.ca/organisation/6348/,https://www.instagram.com/brockmodelun/,@brockmodelun,found,,
brock,Brock Musical Theatre,Arts & Culture,,https://www.brockbusu.ca/organisation/6364/,https://www.instagram.com/brockmusicaltheatre/,@brockmusicaltheatre,found,,
brock,Brock Pakistani Students' Association,Arts & Culture,,https://www.brockbusu.ca/organisation/6396/,https://www.instagram.com/brockupsa/,@brockupsa,found,,
brock,Brock Power to Change,Religion & Spirituality,,https://www.brockbusu.ca/organisation/6436/,https://www.instagram.com/brockup2c/,,found,,
brock,Brock Pride Club,Politics & Advocacy,,https://www.brockbusu.ca/organisation/6444/,https://www.instagram.com/brockpride/,@brockpride,found,,
brock,Brock Recreation and Leisure Council,Politics & Advocacy,,https://www.brockbusu.ca/organisation/6452/,https://www.instagram.com/brockreclcouncil/,@brockreclcouncil,found,,
brock,Brock Relay for Life,Politics & Advocacy,,https://www.brockbusu.ca/organisation/6468/,https://www.instagram.com/brockrelayforlife/,@brockrelayforlife,found,,
brock,Brock Sport and Business Association,Games & Recreation,,https://www.brockbusu.ca/organisation/6500/,https://www.instagram.com/brocksba/,@brocksba,found,,
brock,Brock Sport Management Council,Politics & Advocacy,,https://www.brockbusu.ca/organisation/6508/,https://www.instagram.com/spma_council/,@spma_council,found,,
brock,Brock Sri Lankan Students' Association,Arts & Culture,,https://www.brockbusu.ca/organisation/6516/,https://www.instagram.com/brockuslsa/,@brockuslsa,found,,
brock,Brock STEM Cell Club,Politics & Advocacy,,https://www.brockbusu.ca/organisation/6524/,https://www.instagram.com/brockstemcellclub/,@brockstemcellclub,profile_page,,
brock,Brock Students for Circular Economy,Community Service,,https://www.brockbusu.ca/organisation/8713/,https://www.instagram.com/brocku.bsce/,@brock.bsce,profile_page,,
brock,Brock Sudanese Students' Association,Arts & Culture,,https://www.brockbusu.ca/organisation/6540/,https://www.instagram.com/brockussa/,@brockussa,found,,
brock,Brock Surgical Society,Games & Recreation,,https://www.brockbusu.ca/organisation/7203/,https://www.instagram.com/brock_surgical_society/,@brock_surgical_society,found,,
brock,Brock Tamil Students' Association,Arts & Culture,,https://www.brockbusu.ca/organisation/6548/,https://www.instagram.com/brocku.tsa/,@brocku.tsa,found,,
brock,Brock Tourism and Geography Society,Politics & Advocacy,,https://www.brockbusu.ca/organisation/7056/,https://www.instagram.com/brocktags/,@brocktags,found,,
brock,Brock University French Club,Arts & Culture,,https://www.brockbusu.ca/organisation/6588/,https://www.instagram.com/brockfrenchclub/,@brockfrenchclub,found,,
brock,Brock University Ghanaian Association,Community Service,,https://www.brockbusu.ca/organisation/6596/,https://www.instagram.com/bugabrocku/,@bugabrocku,found,,
brock,Brock University Japan Society,Arts & Culture,,https://www.brockbusu.ca/organisation/8235/,https://www.instagram.com/brock.jpn/,@brock.jpn,found,,
brock,Brock University Korean Students Association,Arts & Culture,,https://www.brockbusu.ca/organisation/7199/,https://www.instagram.com/brockubuksa/,@brockubuksa,found,,
brock,Brock University Linguistic Network,Politics & Advocacy,,https://www.brockbusu.ca/organisation/6620/,https://www.instagram.com/brockuniversitylingnet/,,found,,
brock,Brock Westmarches,Games & Recreation,,https://www.brockbusu.ca/organisation/6644/,https://www.instagram.com/brockwestmarches/,@brockwestmarches,found,,
brock,Brock Winter Club,Games & Recreation,,https://www.brockbusu.ca/organisation/7074/,https://www.instagram.com/brock_winterclub/,@brock_winterclub,profile_page,,
brock,BrockSerbs,Arts & Culture,,https://www.brockbusu.ca/organisation/9328/,https://www.instagram.com/brockserbs/,@brockserbs,profile_page,,
brock,BrockU K-POP Club,Games & Recreation,,https://www.brockbusu.ca/organisation/6692/,https://www.instagram.com/bkpop/,@brocku_kpop,agent_search,,
brock,BrockU MtG,Games & Recreation,,https://www.brockbusu.ca/organisation/8124/,,,not_found,,
brock,BrockU NDP,Politics & Advocacy,,https://www.brockbusu.ca/organisation/8658/,https://www.instagram.com/brocku.ndp/,@brocku.ndp,profile_page,,
brock,BrockU Young Liberals,Politics & Advocacy,,https://www.brockbusu.ca/organisation/9107/,https://www.instagram.com/brockuyoungliberals/,@brockuyoungliberals,found,,
brock,Cam's Kids: Brock University Chapter,Health,,https://www.brockbusu.ca/organisation/8537/,https://www.instagram.com/camskidsatbrock/,@camskidsatbrock,found,,
brock,Caribbean Association,Arts & Culture,,https://www.brockbusu.ca/organisation/8408/,https://www.instagram.com/brockcaribbeanassociation/,@brockcaribbeanassociation,found,,
brock,Chemistry Club,Politics & Advocacy,,https://www.brockbusu.ca/organisation/8526/,https://www.instagram.com/brockchemclub/,@brockchemclub,found,,
brock,Chinese Students' and Scholars Association,Community Service,,https://www.brockbusu.ca/organisation/8882/,https://www.instagram.com/bucssabrock/,@bucssabrock,profile_page,,
brock,Christian Orthodox Campus Ministry Association,Religion & Spirituality,,https://www.brockbusu.ca/organisation/8199/,https://www.instagram.com/cocabrock/,@cocabrock,profile_page,,
brock,Clash Club,Games & Recreation,,https://www.brockbusu.ca/organisation/9118/,https://www.instagram.com/brockclashclub/,@brockclashclub,profile_page,,
brock,Colouring Kettle Club,Health,,https://www.brockbusu.ca/organisation/8860/,https://www.instagram.com/brockcolouringkettle/,@brockcolouringkettle,profile_page,,
brock,Concurrent Education Students' Association (CESA),Politics & Advocacy,,https://www.brockbusu.ca/organisation/6732/,https://www.instagram.com/brockconed/,@brockconed,found,,
brock,Crafting For a Cure,Community Service,,https://www.brockbusu.ca/organisation/6740/,https://www.instagram.com/crafting4acureca/,@brockcfc,found,,
brock,Creators Club,Community Service,,https://www.brockbusu.ca/organisation/9240/,https://www.instagram.com/bu.creatorsclub/,@bu.creatorsclub,profile_page,,
brock,Croatian Club,Arts & Culture,,https://www.brockbusu.ca/organisation/8332/,https://www.instagram.com/brockcroclub/,@brockcroclub,found,,
brock,Dermatology Society,Health,,https://www.brockbusu.ca/organisation/9004/,https://www.instagram.com/brockdermatology/,@brockdermatology,profile_page,,
brock,Destiny Church Fellowship,Religion & Spirituality,,https://www.brockbusu.ca/organisation/8480/,https://www.instagram.com/rhdestinygroup/,@dc_fellowship,profile_page,,
brock,Diyan Heeran,Arts & Culture,,https://www.brockbusu.ca/organisation/9273/,https://www.instagram.com/bpagiddha/,@bpagiddha,profile_page,,
brock,East African Student Community,Arts & Culture,,https://www.brockbusu.ca/organisation/8223/,https://www.instagram.com/brockeasc/,@brockeasc,profile_page,,
brock,Economics Students' Association,Politics & Advocacy,,https://www.brockbusu.ca/organisation/brockecon/,https://www.instagram.com/brockecon/,@brockecon,profile_page,,
brock,Electronic Dance Music Club,Games & Recreation,,https://www.brockbusu.ca/organisation/8515/,https://www.instagram.com/brock_edmclub/,@brock_edmclub,profile_page,,
brock,Engineering Society,Politics & Advocacy,,https://www.brockbusu.ca/organisation/8993/,https://www.instagram.com/brockensociety/,@brockengsociety,profile_page,,
brock,Ethics Club,Health,,https://www.brockbusu.ca/organisation/8735/,https://www.instagram.com/brockethicsclub/,@brockethicsclub,profile_page,,
brock,F.O.C.U.S Club,Arts & Culture,,https://www.brockbusu.ca/organisation/8812/,https://www.instagram.com/brockfocusclub/,@brockfocusclub,profile_page,,
brock,Faculty of Applied Health Science Students Association,Politics & Advocacy,,https://www.brockbusu.ca/organisation/8801/,https://www.instagram.com/brockfahssa/,@brockfahssa,found,,
brock,Formula One at Brock Club,Games & Recreation,,https://www.brockbusu.ca/organisation/7112/,https://www.instagram.com/f1brocku/,@f1brocku,found,,
brock,General Science Student Success Network,Politics & Advocacy,,https://www.brockbusu.ca/organisation/8636/,https://www.instagram.com/gsssnbu/,@gsssnbu,profile_page,,
brock,Girls Club,Politics & Advocacy,,https://www.brockbusu.ca/organisation/7113/,https://www.instagram.com/girlsclub_brocku/,@girlsclub_brocku,profile_page,,
brock,Global Bites,Games & Recreation,,https://www.brockbusu.ca/organisation/8949/,https://www.instagram.com/brockglobalbites/,@brockglobalbites,profile_page,,
brock,Global Medical Brigades,Community Service,,https://www.brockbusu.ca/organisation/9350/,https://www.instagram.com/medbrigades.brock/,@medbrigades.brock,profile_page,,
brock,Golden Badgers,Community Service,,https://www.brockbusu.ca/organisation/9026/,https://www.instagram.com/brockbadgers/,@brockgoldenbadgers,found,,
brock,Graduate Management Club,Politics & Advocacy,,https://www.brockbusu.ca/organisation/6780/,https://www.instagram.com/goodman_gmc/,@brock_gmc,profile_page,,
brock,Gujarati Students' Association,Arts & Culture,,https://www.brockbusu.ca/organisation/6788/,https://www.instagram.com/brockugsa/,@brockugsa,profile_page,,
brock,Henna Club,Games & Recreation,,https://www.brockbusu.ca/organisation/8669/,https://www.instagram.com/brockhennaclub/,@brockhennaclub,profile_page,,
brock,Hispanic and Latin American Club,Arts & Culture,,https://www.brockbusu.ca/organisation/9196/,https://www.instagram.com/brockuhlac/,@brockuhlac,profile_page,,
brock,Indian Students' Association,Arts & Culture,,https://www.brockbusu.ca/organisation/6820/,https://www.instagram.com/brocku_isa/,@brocku_isa,web_search,,
brock,Indus Brocku,Politics & Advocacy,,https://www.brockbusu.ca/organisation/9140/,https://www.instagram.com/indusbrocku/,@indusbrocku,profile_page,,
brock,Innovation and Entrepreneurship Club,Games & Recreation,,https://www.brockbusu.ca/organisation/8702/,https://www.instagram.com/theofficialbiec/,@theofficialbiec,profile_page,,
brock,Intervarsity Christian Fellowship,Religion & Spirituality,,https://www.brockbusu.ca/organisation/6196/,https://www.instagram.com/ntervarsityatbrock/,,profile_page,,
brock,Islamic Relief Brock,Community Service,,https://www.brockbusu.ca/organisation/8768/,https://www.instagram.com/Islamicreliefbrock/,@irbrock,profile_page,,
brock,Kinesiology Students' Association,Politics & Advocacy,,https://www.brockbusu.ca/organisation/6844/,https://www.instagram.com/brockksa/,@brockksa,found,,
brock,Leaders at Brock,Community Service,,https://www.brockbusu.ca/organisation/6852/,https://www.instagram.com/brockleaders/,@brockleaders,found|Brock Leaders Citizenship Society,,
brock,Lego Club,Games & Recreation,,https://www.brockbusu.ca/organisation/7115/,https://www.instagram.com/brocklegoclub/,@brocklegoclub,found,,
brock,LIFT Church,Religion & Spirituality,,https://www.brockbusu.ca/organisation/6860/,https://www.instagram.com/lift.church/,@liftchurch.brock,found,,
brock,Live4Dance,Arts & Culture,,https://www.brockbusu.ca/organisation/6868/,https://www.instagram.com/brockdance/,@brocklive4dance,found,,
brock,Malayalee Association,Arts & Culture,,https://www.brockbusu.ca/organisation/9129/,https://www.instagram.com/brocku.bma/,@brocku.bma,profile_page,,
brock,Masters of Pixels Game Development Club,Politics & Advocacy,,https://www.brockbusu.ca/organisation/8468/,,,not_found,,
brock,Medical Ethics,Politics & Advocacy,,https://www.brockbusu.ca/organisation/8915/,https://www.instagram.com/brocku.medicalethics/,@brocku.medicalethics,profile_page,,
brock,"Medicine, Education, and Development, for Low Income Families Everywhere (MEDLIFE)",Community Service,,https://www.brockbusu.ca/organisation/8757/,https://www.instagram.com/medlife.brock/,@medlife.brock,profile_page,,
brock,Medicine4youth - BrockU Chapter,Politics & Advocacy,,https://www.brockbusu.ca/organisation/9306/,https://www.instagram.com/medicine4youth/,@medicine4youth_brocku,found|main organization account,,
brock,motionball Brock,Politics & Advocacy,,https://www.brockbusu.ca/organisation/8581/,https://www.instagram.com/motionballubrock/,@motionballubrock,profile_page,,
brock,Moving Image Society,Arts & Culture,,https://www.brockbusu.ca/organisation/8247/,https://www.instagram.com/brockmovingimagesociety/,@brockmovingimagesociety,profile_page,,
brock,Needle and Thread Society,Arts & Culture,,https://www.brockbusu.ca/organisation/9339/,https://www.instagram.com/brockneedleandthread/,@brockneedleandthread,profile_page,,
brock,Nigerian Student Association at Brock University,Community Service,,https://www.brockbusu.ca/organisation/8444/,https://www.instagram.com/nsa_brock/,@nsa_brock,found,,
brock,Outdoors Club,Games & Recreation,,https://www.brockbusu.ca/organisation/9251/,https://www.instagram.com/brockclimbingclub/,@brocku_outdoorsclub,low_confidence,,
brock,PHE Canada Student Chapter,Games & Recreation,,https://www.brockbusu.ca/organisation/8148/,https://www.instagram.com/brocku.phecsc/,@brocku.phecsc,found,,
brock,Photography Club,Games & Recreation,,https://www.brockbusu.ca/organisation/8372/,https://www.instagram.com/brockphotoclub/,@brockphotoclub,found,,
brock,Physics Club,Games & Recreation,,https://www.brockbusu.ca/organisation/8680/,https://www.instagram.com/brockphysicsclub/,@brockphysicsclub,profile_page,,
brock,Pickleball Club,Games & Recreation,,https://www.brockbusu.ca/organisation/8570/,https://www.instagram.com/brockpickleball/,@brockpickleball,found,,
brock,Plant-Based at Brock,Politics & Advocacy,,https://www.brockbusu.ca/organisation/brock/,https://www.instagram.com/plantbasedbrock/,@plantbasedbrock,found,,
brock,Poetry Society,Arts & Culture,,https://www.brockbusu.ca/organisation/8960/,https://www.instagram.com/brockuniversitypoetrysociety/,@brockuniversitypoetrysociety,profile_page,,
brock,Pokémon Club,Games & Recreation,,https://www.brockbusu.ca/organisation/8259/,https://www.instagram.com/brockpokemonclub/,@brockpokemonclub,profile_page,,
brock,Pony Brock,Community Service,,https://www.brockbusu.ca/organisation/8746/,https://www.instagram.com/ponybrocku/,@ponybrocku,profile_page,,
brock,Pre Dental Club,Politics & Advocacy,,https://www.brockbusu.ca/organisation/8849/,https://www.instagram.com/brockpredental/,@brockpredental,profile_page,,
brock,Psychology and Beyond Club,Games & Recreation,,https://www.brockbusu.ca/organisation/8420/,https://www.instagram.com/brockupab/,@brockupab,profile_page,,
brock,Punjabi Association,Arts & Culture,,https://www.brockbusu.ca/organisation/9229/,https://www.instagram.com/brockpunjabiassociation/,@brockupunjabiassociation,found,,
brock,Quizbowl Club,Games & Recreation,,https://www.brockbusu.ca/organisation/8691/,https://www.instagram.com/brockuniversityquizbowl/,@brockuniversityquizbowl,profile_page,,
brock,Run Club,Health,,https://www.brockbusu.ca/organisation/9262/,https://www.instagram.com/brockrunclub/,@brockrunclub,profile_page,,
brock,SARV - Iranian Graduate Association,Arts & Culture,,https://www.brockbusu.ca/organisation/8724/,https://www.instagram.com/sarv.brock/,@sarv.brock,profile_page,,
brock,Seva at Brock,Community Service,,https://www.brockbusu.ca/organisation/8779/,https://www.instagram.com/sevasings/,@sevabrocku,low_confidence|related account found,,
brock,Sikh Student Association,Religion & Spirituality,,https://www.brockbusu.ca/organisation/9185/,https://www.instagram.com/brock_ssa/,@brock_ssa,found,,
brock,Singer-Songwriter Club,Arts & Culture,,https://www.brockbusu.ca/organisation/9085/,https://www.instagram.com/brocksingersongwriter/,@brocksingersongwriter,found,,
brock,Skateboarding Club,Games & Recreation,,https://www.brockbusu.ca/organisation/8592/,https://www.instagram.com/BrockSkateboardingClub/,@BrockSkateboardingClub,profile_page,,
brock,Smash Club,Community Service,,https://www.brockbusu.ca/organisation/8504/,https://www.instagram.com/brocksmashclub/,@brocksmashclub,found,,
brock,Sociology and Criminology Student Association,Games & Recreation,,https://www.brockbusu.ca/organisation/8456/,https://www.instagram.com/brocku_scsa/,@brocku_scsa,found,,
brock,South Asian Women's Society,Arts & Culture,,https://www.brockbusu.ca/organisation/6940/,https://www.instagram.com/sawsbrocku/,@sawsbrocku,profile_page,,
brock,Starts With Youth,Health,,https://www.brockbusu.ca/organisation/6964/,https://www.instagram.com/startswyouth/,@startswithyouth2026,low_confidence,,
brock,Student Christian Movement at Brock,Religion & Spirituality,,https://www.brockbusu.ca/organisation/9218/,https://www.instagram.com/scmcanada/,@brockscm,found|main organization account,,
brock,Students for Justice in Kashmir Brock,Politics & Advocacy,,https://www.brockbusu.ca/organisation/9015/,,,not_found,,
brock,Swift Society,Games & Recreation,,https://www.brockbusu.ca/organisation/7129/,https://www.instagram.com/brockswiftsociety/,@brockswiftsociety,found,,
brock,Tea and Culture Club,Games & Recreation,,https://www.brockbusu.ca/organisation/8647/,https://www.instagram.com/BrockTACC/,@BrockTACC,profile_page,,
brock,The Apostolic Fellowship,Religion & Spirituality,,https://www.brockbusu.ca/organisation/8790/,,,not_found|mentioned on BUSU but no specific Instagram handle,,
brock,The Brock University Chapter of Catholic Christian Outreach Canada,Religion & Spirituality,,https://www.brockbusu.ca/organisation/9039/,https://www.instagram.com/ccobrocku/,,profile_page,,
brock,The Citizens Foundation Brock,Arts & Culture,,https://www.brockbusu.ca/organisation/9162/,https://www.instagram.com/tcfbrock/,@tcfbrock,profile_page,,
brock,The Future Health Professionals,Politics & Advocacy,,https://www.brockbusu.ca/organisation/8432/,https://www.instagram.com/brocktfhpc/,@brocktfhpc,low_confidence,,
brock,Travel Association,Games & Recreation,,https://www.brockbusu.ca/organisation/8283/,https://www.instagram.com/brocktravelassociation/,@brocktravelassociation,found,,
brock,Urban Development Club,Community Service,,https://www.brockbusu.ca/organisation/9317/,https://www.instagram.com/brockurbandevelopmentclub/,@brockurbandevelopmentclub,profile_page,,
brock,Vietnamese Student Association,Arts & Culture,,https://www.brockbusu.ca/organisation/9096/,https://www.instagram.com/brockuvsa/,@brockuvsa,profile_page,,
brock,Vision Health Club,Politics & Advocacy,,https://www.brockbusu.ca/organisation/8295/,https://www.instagram.com/brock_vision_health/,@brock_vision_health,profile_page,,
brock,Woman in Science and Engineering Club,Politics & Advocacy,,https://www.brockbusu.ca/organisation/8904/,https://www.instagram.com/broku_wise/,@brocku_wise,profile_page,,
brock,Women in Computer Science,Community Service,,https://www.brockbusu.ca/organisation/8982/,https://www.instagram.com/brockcsc/,,low_confidence,,
brock,Women in Self Defense,Community Service,,https://www.brockbusu.ca/organisation/8971/,https://www.instagram.com/brockuwsd/,@brockuwsd,profile_page,,
brock,Womens Health Associates,Politics & Advocacy,,https://www.brockbusu.ca/organisation/8396/,https://www.instagram.com/brocku_wha/,@brocku_wha,profile_page,,
brock,World Cultures Club,Arts & Culture,,https://www.brockbusu.ca/organisation/8548/,https://www.instagram.com/world_culturesclub/,,profile_page,,
carleton,African Student Association,Arts & Culture,,https://www.cusaclubs.ca/club/african-student-association/,https://www.instagram.com/asacarleton/,@asacarleton,found,,
carleton,Ahlul-Bayt Students' Association – Carleton,Games & Recreation,,https://www.cusaclubs.ca/club/ahlul-bayt-students-association-carleton/,https://www.instagram.com/absa_carleton/,@absa_carleton,listing,,
carleton,Alice Wilson Palaeontology Society,Games & Recreation,,https://www.cusaclubs.ca/club/alice-wilson-palaeontology-society/,https://www.instagram.com/cu_palaeosoc/,@cu_palaeosoc,confirmed|web_search,,
carleton,Animal Rights Carleton,Environment,,https://www.cusaclubs.ca/club/carleton-university-animal-rights-club/,https://www.instagram.com/animalrightscarletonofficial/,@animalrightscarletonofficial,listing,,
carleton,Anime@Carleton,Games & Recreation,,https://www.cusaclubs.ca/club/animecarleton/,https://www.instagram.com/AnimeCarleton/,@AnimeCarleton,listing,,
carleton,Arab Student League,Politics & Advocacy,,https://www.cusaclubs.ca/club/arab-student-league/,https://www.instagram.com/arabstudentsleague/,@arabstudentsleague,found,,
carleton,Armenian Students' Association,Arts & Culture,,https://www.cusaclubs.ca/club/armenian-students-association/,https://www.instagram.com/asaottawa/,@asaottawa,listing,,
carleton,Asian Canadians Association Carleton (ACAC),Arts & Culture,,https://www.cusaclubs.ca/club/asian-canadians-association-carleton-acac/,https://www.instagram.com/asiancanadians_carleton/,@asiancanadians_carleton,listing,,
carleton,Azerbaijani Students' Association,Arts & Culture,,https://www.cusaclubs.ca/club/carleton-university-azerbaijani-student-association-cuazsa/,https://www.instagram.com/azsaottawa/,@azsaottawa,listing,,
carleton,Bachelor of Information Technology Society (BITsoc),Media & Web,,https://www.cusaclubs.ca/club/carleton-bit-socciety/,https://www.instagram.com/carletonbitsociety/,@carletonbitsociety,listing,,
carleton,Bachelor of Social Work Student Society,Games & Recreation,,https://www.cusaclubs.ca/club/bachelor-of-social-work-student-society/,https://www.instagram.com/bswss.cu/,@bswss.cu,listing,,
carleton,Biomedical Carleton Applied Research and Engineering (BioCARE) Design Team,"Arts & Culture, Health, Media & Web",,https://www.cusaclubs.ca/club/biomedical-carleton-applied-research-and-engineering-biocare-design-team/,https://www.instagram.com/carleton_biocare?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,@carleton_biocare,listing,,
carleton,Black Student Alliance,"Arts & Culture, Politics & Advocacy",,https://www.cusaclubs.ca/club/black-student-alliance/,https://www.instagram.com/bsacarletonu/?hl=en,@bsacarletonu,listing,,
carleton,Black Students in Public Affairs,Politics & Advocacy,,https://www.cusaclubs.ca/club/black-students-in-public-affairs/,https://www.instagram.com/bspacarleton/,@bspacarleton,confirmed|web_search,,
carleton,Black Students in Tech Nexus,"Media & Web, Politics & Advocacy",,https://www.cusaclubs.ca/club/black-students-in-tech-nexus/,https://www.instagram.com/bsitn/,@bsitn,agent_search,,
carleton,Book Ravens Carleton,Games & Recreation,,https://www.cusaclubs.ca/club/book-ravens/,https://www.instagram.com/carletonbookravens/,@carletonbookravens,listing,,
carleton,Bridges (International) Carleton,Games & Recreation,,https://www.cusaclubs.ca/club/bridges-international-carleton/,https://www.instagram.com/carletonbridges/,@carletonbridges,listing,,
carleton,Cam's Kids Carleton,Games & Recreation,,https://www.cusaclubs.ca/club/cams-kids-carleton/,https://www.instagram.com/camskids_carletonu/,@camskids_carletonu,listing,,
carleton,Campus Rush,Games & Recreation,,https://www.cusaclubs.ca/club/campus-rush/,https://www.instagram.com/campusrushcu/,@campusrushcu,found,,
carleton,Canadian Society of Civil Engineering – Carleton Chapter,"Arts & Culture, Media & Web",,https://www.cusaclubs.ca/club/canadian-society-of-civil-engineering-carleton-chapter/,https://www.instagram.com/cscecarleton/,@cscecarleton,listing,,
carleton,Caribbean Student Association,Arts & Culture,,https://www.cusaclubs.ca/club/caribbean-student-association/,https://www.instagram.com/csacarleton/,@csacarleton,listing,,
carleton,Carleton Afghan Students Association,Arts & Culture,,https://www.cusaclubs.ca/club/carleton-afghan-students-association/,https://www.instagram.com/carleton.asa/,@carleton.asa,listing,,
